run_time,model_name,search_type,grid_version,param_classifier__C,mean_train_score,mean_test_score,std_test_score,rank_test_score,best_params,notes
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,3,scale,1.0,0.5387399815623694,0.022449089201690815,12,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,3,auto,1.0,0.5387399815623694,0.022449089201690815,12,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,3,0.1,1.0,0.5379727576874106,0.024357167928779348,14,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,3,1,1.0,0.5379727576874106,0.024357167928779348,14,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,3,10,1.0,0.5379727576874106,0.024357167928779348,14,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,4,scale,0.9992337164750958,0.50716554574429,0.01879059129686524,55,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,4,auto,0.9992337164750958,0.50716554574429,0.01879059129686524,55,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,4,0.1,1.0,0.5153771886728296,0.012884129098099448,37,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,4,1,1.0,0.5169348210715835,0.015028497251553051,31,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,4,10,1.0,0.51610148773825,0.015429024285426132,34,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,5,scale,0.9959099406879194,0.5285018586043236,0.03602227021474534,27,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,5,auto,0.9959099406879194,0.5285018586043236,0.03602227021474534,27,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,5,0.1,1.0,0.5472151134067463,0.031145747381432925,1,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,5,1,1.0,0.5463604125520455,0.03235181252962227,7,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,5,10,1.0,0.5472151134067463,0.031145747381432925,1,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,6,scale,0.969852433727114,0.5148538042727817,0.013763825706463345,42,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,6,auto,0.969852433727114,0.5148538042727817,0.013763825706463345,42,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,6,0.1,1.0,0.5072729592892825,0.009678400891324258,46,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,6,1,1.0,0.5072729592892825,0.009678400891324258,46,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
2026-03-09 03:56:43,SVM_poly,grid,v1_right,100,6,10,1.0,0.5072729592892825,0.009678400891324258,46,"{""classifier__C"": 1, ""classifier__degree"": 5, ""classifier__gamma"": 0.1}",
