Metric                         Close PC                       Open PC                        High PC                        Low PC                         Close                          Open                           High                           Low                            Volume                         Daily Range                    Close PC Lag 1                 Close PC Lag 3                 Close PC Lag 7                 Close PC Lag 14                Open PC Lag 1                  Open PC Lag 3                  Open PC Lag 7                  Open PC Lag 14                 High PC Lag 1                  High PC Lag 3                  High PC Lag 7                  High PC Lag 14                 Low PC Lag 1                   Low PC Lag 3                   Low PC Lag 7                   Low PC Lag 14                  Close EMA 7                    Close EMA 14                   Close EMA 28                   Close VOL 7                    Close VOL 14                   Close VOL 28                   Open EMA 7                     Open EMA 14                    Open EMA 28                    Open VOL 7                     Open VOL 14                    Open VOL 28                    High EMA 7                     High EMA 14                    High EMA 28                    High VOL 7                     High VOL 14                    High VOL 28                    Low EMA 7                      Low EMA 14                     Low EMA 28                     Low VOL 7                      Low VOL 14                     Low VOL 28                     Channel Position Close 21      Channel Position Open 7        Channel Position Open 21       Channel Position High 7        Channel Position High 21       Channel Position Low 7         Channel Position Low 21        Rolling VWAP 7                 Rolling VWAP 14                Rolling VWAP 21                Close Z-Score 7                Open Z-Score 7                 High Z-Score 7                 Low Z-Score 7                  Close Z-Score 14               Open Z-Score 14                High Z-Score 14                Low Z-Score 14                 Close Z-Score 28               Open Z-Score 28                High Z-Score 28                Low Z-Score 28                 Open PC Forward Lag            Open Forward Lag               Open PC Lag 1 Forward Lag      Open PC Lag 3 Forward Lag      Open PC Lag 7 Forward Lag      Open PC Lag 14 Forward Lag     Open EMA 7 Forward Lag         Open EMA 14 Forward Lag        Open EMA 28 Forward Lag        Open VOL 7 Forward Lag         Open VOL 14 Forward Lag        Open VOL 28 Forward Lag        Open Z-Score 7 Forward Lag     Open Z-Score 14 Forward Lag    Open Z-Score 28 Forward Lag   
2024-05-01                     -0.006047                      -0.021635                      -0.013029                      -0.005235                       167.930099                     168.207833                     171.312511                     167.741634                      50383100                       3.570876                     -0.018271                      -0.003473                       0.005091                       0.043271                      -0.000231                       0.002064                      -0.004151                      -0.002725                      -0.005908                       0.004279                       0.005168                       0.037672                      -0.017909                       0.006125                       0.004205                       0.006283                       168.443772                     168.331709                     169.310086                      1.962163                       3.084954                       2.592425                      168.937324                     168.579615                     169.436415                      3.019886                       3.308792                       2.428986                      171.054278                     170.493331                     171.187951                      3.118091                       3.796728                       2.920610                      167.742661                     167.372250                     168.172332                      2.631576                       3.119586                       2.271622                      0.365546                       0.419439                       0.385153                       0.701168                       0.604341                       0.377135                       0.352240                       168.954113                     169.104405                     168.995797                    -0.261789                      -0.241563                       0.082818                      -0.000390                      -0.130183                      -0.112362                       0.215759                       0.118408                      -0.532315                      -0.505801                       0.042648                      -0.189599                       0.017278                       171.114117                    -0.021635                       0.020544                      -0.001027                       0.035167                       169.481522                     168.917548                     169.552119                      2.493600                       3.162768                       2.454085                      0.654714                       0.694508                       0.636489                     
2024-05-02                      0.022032                       0.017278                       0.004111                       0.010526                       171.629913                     171.114117                     172.016757                     169.507230                      94214900                       2.509527                     -0.006047                       0.024808                       0.006392                       0.008627                      -0.021635                       0.020544                      -0.001027                       0.035167                      -0.013029                       0.027373                      -0.001255                       0.016528                      -0.005235                       0.023171                       0.000910                       0.035978                       169.240307                     168.771469                     169.470074                      1.845244                       2.573226                       2.620784                      169.481522                     168.917548                     169.552119                      2.493600                       3.162768                       2.454085                      171.294898                     170.696455                     171.245110                      2.381730                       3.338623                       2.928351                      168.183803                     167.656914                     168.264394                      2.144313                       2.763827                       2.294429                      0.626750                       0.641544                       0.590335                       0.734212                       0.654061                       0.476575                       0.476890                       169.892230                     168.609464                     169.179012                     1.295008                       0.654714                       0.303082                       0.617180                       1.110841                       0.694508                       0.395463                       0.669476                       0.824120                       0.636489                       0.263509                       0.541675                       0.081966                       185.139709                     0.017278                      -0.000231                       0.007197                       0.006313                       173.396069                     171.080503                     170.627125                      5.981166                       5.342231                       3.985757                      1.963436                       2.631710                       3.641111                     
2024-05-03                      0.059816                       0.081966                       0.078307                       0.068875                       181.896179                     185.139709                     185.486883                     181.182004                     163224100                       4.304879                      0.022032                      -0.018271                       0.012702                      -0.021863                       0.017278                      -0.000231                       0.007197                       0.006313                       0.004111                      -0.005908                       0.013469                      -0.009699                       0.010526                      -0.017909                       0.007822                      -0.009816                       172.404275                     170.521431                     170.327047                      4.983297                       4.500128                       3.632463                      173.396069                     171.080503                     170.627125                      5.981166                       5.342231                       3.985757                      174.842894                     172.668512                     172.227302                      5.512256                       5.196535                       4.118147                      171.433353                     169.460259                     169.155264                      4.977474                       4.626433                       3.471689                      0.842060                       0.981432                       0.984729                       1.000000                       1.000000                       0.769761                       0.810646                       174.106231                     170.825452                     170.851709                     1.904744                       1.963436                       1.930968                       1.958554                       2.527650                       2.631710                       2.466715                       2.533646                       3.184928                       3.641111                       3.219793                       3.464233                      -0.023038                       180.874506                     0.081966                      -0.021635                       0.017954                      -0.020586                       175.265678                     172.386370                     171.333841                      6.478654                       6.192158                       4.562163                      0.865740                       1.370788                       2.091259                     
2024-05-06                     -0.009107                      -0.023038                      -0.014973                      -0.012263                       180.239685                     180.874506                     182.709527                     178.960115                      78569700                       3.749413                      0.059816                      -0.006047                       0.005147                      -0.019167                       0.081966                      -0.021635                       0.017954                      -0.020586                       0.078307                      -0.013029                       0.007738                      -0.016249                       0.068875                      -0.005235                       0.011672                      -0.024522                       174.363128                     171.817198                     171.010677                      5.802730                       5.458039                       4.200192                      175.265678                     172.386370                     171.333841                      6.478654                       6.192158                       4.562163                      176.809552                     174.007314                     172.950214                      6.006428                       6.108523                       4.697294                      173.315044                     170.726906                     169.831460                      5.564763                       5.518177                       4.055885                      0.769197                       0.740078                       0.797120                       0.843487                       0.877835                       0.632196                       0.712914                       175.543952                     171.798122                     171.481503                     1.012723                       0.865740                       0.982277                       1.014432                       1.543134                       1.370788                       1.424602                       1.492016                       2.197282                       2.091259                       2.077646                       2.250718                       0.006032                       181.965594                    -0.023038                       0.017278                       0.002064                      -0.012460                       176.940657                     173.663600                     172.067065                      6.585715                       6.944407                       5.128577                      0.763006                       1.195494                       1.930073                     
2024-05-07                      0.003797                       0.006032                       0.003800                       0.004988                       180.924088                     181.965594                     183.403859                     179.852840                      77305800                       3.551019                     -0.009107                       0.022032                      -0.003473                      -0.008147                      -0.023038                       0.017278                       0.002064                      -0.012460                      -0.014973                       0.004111                       0.004279                      -0.017898                      -0.012263                       0.010526                       0.006125                      -0.001605                       176.003368                     173.031450                     171.694360                      6.002882                       6.172344                       4.709734                      176.940657                     173.663600                     172.067065                      6.585715                       6.944407                       5.128577                      178.458129                     175.260187                     173.671155                      6.025960                       6.847305                       5.235507                      174.949493                     171.943698                     170.522590                      5.830305                       6.258506                       4.610895                      0.799301                       0.801564                       0.845113                       0.882615                       0.908376                       0.682504                       0.752181                       176.823875                     172.807943                     172.126182                     0.819726                       0.763006                       0.820737                       0.841010                       1.278710                       1.195494                       1.189325                       1.263743                       1.959713                       1.930073                       1.858980                       2.023523                      -0.003270                       181.370478                     0.006032                       0.081966                       0.020544                      -0.009316                       178.048113                     174.691184                     172.708680                      6.612307                       7.352909                       5.561051                      0.502452                       0.908388                       1.557583                     
2024-05-08                      0.001864                      -0.003270                      -0.009897                       0.000717                       181.261368                     181.370478                     181.588699                     179.981797                      45057100                       1.606902                      0.003797                       0.059816                       0.024808                      -0.005714                       0.006032                       0.081966                       0.020544                      -0.009316                       0.003800                       0.078307                       0.027373                      -0.011778                       0.004988                       0.068875                       0.023171                      -0.008631                       177.317868                     174.128772                     172.354154                      6.304338                       6.623001                       5.186119                      178.048113                     174.691184                     172.708680                      6.612307                       7.352909                       5.561051                      179.240772                     176.103988                     174.217192                      6.028154                       7.081462                       5.564399                      176.207569                     173.015444                     171.174949                      6.132797                       6.720127                       5.084346                      0.814137                       0.768028                       0.818936                       0.780325                       0.828535                       0.689771                       0.757854                       177.624162                     173.498657                     172.524715                     0.625522                       0.502452                       0.389494                       0.615417                       1.076943                       0.908388                       0.774517                       1.036640                       1.717510                       1.557583                       1.324762                       1.732150                      -0.001586                       181.082808                    -0.003270                      -0.023038                      -0.000231                      -0.010831                       178.806786                     175.543400                     173.286206                      6.286435                       7.425814                       5.914054                      0.362053                       0.745966                       1.318318                     
2024-05-09                      0.010014                      -0.001586                       0.008685                       0.003637                       183.076553                     181.082808                     183.165821                     180.636452                      48983000                       2.529370                      0.001864                      -0.009107                      -0.018271                      -0.012213                      -0.003270                      -0.023038                      -0.000231                      -0.010831                      -0.009897                      -0.014973                      -0.005908                      -0.013283                       0.000717                      -0.012263                      -0.017909                      -0.014830                       178.757539                     175.321810                     173.093630                      5.873733                       6.856341                       5.718080                      178.806786                     175.543400                     173.286206                      6.286435                       7.425814                       5.914054                      180.222034                     177.045566                     174.834339                      5.784612                       7.081601                       5.935614                      177.314790                     174.031579                     171.827466                      5.675367                       6.835959                       5.531019                      0.893979                       0.751817                       0.806283                       0.869201                       0.897906                       0.726663                       0.786649                       178.890184                     174.666878                     173.062092                     0.735310                       0.362053                       0.508900                       0.585277                       1.131032                       0.745966                       0.864247                       0.966196                       1.745853                       1.318318                       1.403643                       1.592651                       0.014192                       183.652650                    -0.001586                       0.006032                      -0.021635                      -0.004151                       180.018252                     176.624634                     174.001133                      4.519103                       7.445941                       6.356821                      0.804230                       0.943872                       1.518293                     
2024-05-10                     -0.006890                       0.014192                       0.003688                       0.001466                       181.815140                     183.652650                     183.841371                     180.901348                      50759500                       2.940023                      0.010014                       0.003797                      -0.006047                       0.005091                      -0.001586                       0.006032                      -0.021635                      -0.004151                       0.008685                       0.003800                      -0.013029                       0.005168                       0.003637                       0.004988                      -0.005235                       0.004205                       179.521939                     176.187587                     173.695113                      3.847395                       6.763890                       6.051596                      180.018252                     176.624634                     174.001133                      4.519103                       7.445941                       6.356821                      181.126868                     177.951673                     175.455514                      4.448979                       6.979090                       6.244702                      178.211429                     174.947548                     172.453251                      4.129179                       6.793161                       5.907925                      0.838495                       0.885214                       0.919320                       0.897025                       0.927621                       0.713039                       0.798301                       180.083228                     175.591640                     173.496859                     0.596040                       0.804230                       0.610141                       0.651442                       0.831999                       0.943872                       0.843906                       0.876440                       1.341799                       1.518293                       1.342876                       1.429960                       0.002920                       184.188986                     0.014192                      -0.003270                       0.017278                      -0.001027                       181.060936                     177.633214                     174.703744                      1.696844                       7.206067                       6.749243                      1.843452                       0.909757                       1.405379                     
2024-05-13                      0.017645                       0.002920                       0.010859                       0.013671                       185.023315                     184.188986                     185.837791                     183.374510                      72044800                       2.463280                     -0.006890                       0.001864                       0.022032                       0.006392                       0.014192                      -0.003270                       0.017278                      -0.001027                       0.003688                      -0.009897                       0.004111                      -0.001255                       0.001466                       0.000717                       0.010526                       0.000910                       180.897283                     177.365684                     174.476369                      1.588409                       6.839476                       6.557811                      181.060936                     177.633214                     174.703744                      1.696844                       7.206067                       6.749243                      182.304599                     179.003156                     176.171533                      1.505113                       6.756195                       6.651873                      179.502200                     176.071143                     173.206442                      1.395863                       6.739936                       6.396151                      0.964719                       0.760267                       0.928578                       1.000000                       1.000000                       0.641844                       0.893297                       182.297663                     176.830198                     173.982464                     2.597589                       1.843452                       2.347459                       2.774135                       1.119623                       0.909757                       1.011610                       1.083596                       1.608303                       1.405379                       1.453163                       1.589717                       0.011163                       186.245020                     0.002920                      -0.001586                       0.081966                       0.007197                       182.356957                     178.781455                     175.499694                      1.996396                       6.980842                       7.236228                      1.947541                       1.069150                       1.484935                     
2024-05-14                      0.006174                       0.011163                       0.006414                       0.009046                       186.165558                     186.245020                     187.029699                     185.033249                      52393600                       1.996450                      0.017645                       0.010014                       0.059816                       0.012702                       0.002920                      -0.001586                       0.081966                       0.007197                       0.010859                       0.008685                       0.078307                       0.013469                       0.013671                       0.003637                       0.068875                       0.007822                       182.214352                     178.539001                     175.282520                      2.220628                       6.965139                       7.034245                      182.356957                     178.781455                     175.499694                      1.996396                       6.980842                       7.236228                      183.485874                     180.073361                     176.920372                      1.874702                       6.607188                       7.088400                      180.884962                     177.266090                     174.022084                      2.165197                       6.695020                       6.920734                      0.964405                       0.902761                       0.967679                       1.000000                       1.000000                       0.752596                       0.917765                       182.549349                     177.835603                     174.533149                     1.779319                       1.947541                       1.890340                       1.915893                       1.094961                       1.069150                       1.052844                       1.160140                       1.547151                       1.484935                       1.426179                       1.591040                       0.002133                       186.642353                     0.011163                       0.014192                      -0.023038                       0.017954                       183.428306                     179.829574                     176.268153                      2.257566                       6.833247                       7.650394                      1.423678                       0.997005                       1.356035                     
2024-05-15                      0.012218                       0.002133                       0.012480                       0.005798                       188.440140                     186.642353                     189.363859                     186.105987                      70400000                       3.257872                      0.006174                      -0.006890                      -0.009107                       0.005147                       0.011163                       0.014192                      -0.023038                       0.017954                       0.006414                       0.003688                      -0.014973                       0.007738                       0.009046                       0.001466                      -0.012263                       0.011672                       183.770799                     179.859153                     176.189942                      2.822535                       7.140094                       7.596692                      183.428306                     179.829574                     176.268153                      2.257566                       6.833247                       7.650394                      184.955370                     181.312094                     177.778543                      2.666822                       6.545464                       7.567489                      182.190218                     178.444743                     174.855456                      2.555729                       6.671424                       7.429486                      0.965289                       0.713858                       0.897732                       1.000000                       1.000000                       0.657463                       0.877577                       183.825085                     179.059012                     175.537781                     1.654308                       1.423678                       1.653087                       1.532153                       1.201803                       0.997005                       1.230129                       1.148367                       1.612570                       1.356035                       1.530933                       1.514308                       0.013624                       189.185081                     0.002133                       0.002920                       0.006032                       0.002064                       184.867500                     181.076975                     177.158976                      2.937207                       6.675273                       8.134967                      1.469961                       1.214648                       1.478323                     
2024-05-16                      0.000632                       0.013624                       0.002360                       0.012222                       188.559326                     189.185081                     189.810836                     188.380548                      52845200                       1.430288                      0.012218                       0.017645                       0.003797                      -0.003473                       0.002133                       0.002920                       0.006032                       0.002064                       0.012480                       0.010859                       0.003800                       0.004279                       0.005798                       0.013671                       0.004988                       0.006125                       184.967931                     181.019176                     177.043003                      2.989449                       6.942601                       8.028830                      184.867500                     181.076975                     177.158976                      2.937207                       6.675273                       8.134967                      186.169237                     182.445260                     178.608357                      3.130800                       6.282345                       7.938639                      183.737801                     179.769517                     175.788221                      3.170360                       6.699224                       7.986501                      0.953748                       0.936336                       0.976874                       1.000000                       1.000000                       0.854483                       0.947141                       184.989584                     180.060219                     176.368321                     1.201357                       1.469961                       1.163153                       1.464423                       1.086070                       1.214648                       1.172425                       1.285377                       1.434371                       1.478323                       1.411134                       1.576701                      -0.005040                       188.231539                     0.013624                       0.011163                      -0.003270                       0.020544                       185.708509                     182.030917                     177.922601                      2.812721                       6.535862                       8.452245                      0.897007                       0.948708                       1.219669                     
2024-05-17                      0.000158                      -0.005040                      -0.001518                      -0.002531                       188.589111                     188.231539                     189.522772                     187.903764                      41282900                       1.619009                      0.000632                       0.006174                       0.001864                       0.024808                       0.013624                       0.011163                      -0.003270                       0.020544                       0.002360                       0.006414                      -0.009897                       0.027373                       0.012222                       0.009046                       0.000717                       0.023171                       185.873226                     182.028500                     177.839286                      2.775885                       6.923531                       8.405603                      185.708509                     182.030917                     177.922601                      2.812721                       6.535862                       8.452245                      187.007621                     183.388928                     179.361075                      2.764547                       6.252177                       8.230761                      184.779291                     180.854083                     176.623776                      3.123887                       6.793433                       8.407068                      0.954849                       0.827858                       0.941634                       0.968601                       0.989354                       0.792131                       0.929520                       185.849611                     180.942940                     177.078713                     0.978386                       0.897007                       0.909788                       1.000187                       0.947582                       0.948708                       0.981073                       1.037720                       1.278888                       1.219669                       1.234600                       1.341727                      -0.000950                       188.052765                    -0.005040                       0.002133                      -0.001586                      -0.000231                       186.294573                     182.833830                     178.621233                      2.084976                       6.144160                       8.685631                      0.843267                       0.849414                       1.085878                     
2024-05-20                      0.006162                      -0.000950                       0.005817                      -0.000899                       189.751221                     188.052765                     190.625289                     187.734916                      44361300                       2.890373                      0.000158                       0.012218                       0.010014                      -0.018271                      -0.005040                       0.002133                      -0.001586                      -0.000231                      -0.001518                       0.012480                       0.008685                      -0.005908                      -0.002531                       0.005798                       0.003637                      -0.017909                       186.842725                     183.058197                     178.660799                      2.769622                       6.337851                       8.706959                      186.294573                     182.833830                     178.621233                      2.084976                       6.144160                       8.685631                      187.912038                     184.353776                     180.137917                      2.492017                       5.979584                       8.468734                      185.518198                     181.771528                     177.390061                      2.744575                       6.258845                       8.691240                      0.967852                       0.735444                       0.905382                       1.000000                       1.000000                       0.702757                       0.893691                       186.709849                     182.079135                     178.178448                     1.050142                       0.843267                       1.088777                       0.807673                       1.056040                       0.849414                       1.048821                       0.952794                       1.273742                       1.085878                       1.238364                       1.190262                       0.009296                       189.800874                    -0.000950                       0.013624                       0.014192                      -0.021635                       187.171148                     183.762769                     179.392242                      1.925453                       4.832188                       8.924576                      1.365770                       1.249559                       1.166289                     
2024-05-21                      0.006857                       0.009296                       0.004220                       0.010105                       191.052383                     189.800874                     191.429810                     189.632023                      42309400                       1.797787                      0.006162                       0.000632                      -0.006890                      -0.006047                      -0.000950                       0.013624                       0.014192                      -0.021635                       0.005817                       0.002360                       0.003688                      -0.013029                      -0.000899                       0.012222                       0.001466                      -0.005235                       187.895139                     184.124088                     179.515391                      2.045571                       5.143067                       9.176743                      187.171148                     183.762769                     179.392242                      1.925453                       4.832188                       8.924576                      188.791481                     185.297247                     180.916669                      1.976335                       5.045636                       8.854238                      186.546654                     182.819594                     178.234335                      2.156474                       5.287446                       9.039767                      0.986445                       0.797781                       0.941498                       1.000000                       1.000000                       0.776819                       0.935434                       187.771118                     183.175976                     179.080261                     1.543454                       1.365770                       1.334960                       1.430747                       1.347114                       1.249559                       1.215419                       1.288416                       1.257199                       1.166289                       1.187357                       1.260839                       0.006175                       190.972936                     0.009296                      -0.005040                       0.002920                       0.017278                       188.121595                     184.724125                     180.190911                      1.686486                       3.437011                       9.313217                      1.690700                       1.818094                       1.157712                     
2024-05-22                     -0.007538                       0.006175                       0.000467                      -0.003404                       189.612167                     190.972936                     191.519228                     188.986428                      34648500                       2.532801                      0.006857                       0.000158                       0.017645                       0.022032                       0.009296                      -0.005040                       0.002920                       0.017278                       0.004220                      -0.001518                       0.010859                       0.004111                       0.010105                      -0.002531                       0.013671                       0.010526                       188.324396                     184.855832                     180.211720                      1.514565                       3.853250                       9.519291                      188.121595                     184.724125                     180.190911                      1.686486                       3.437011                       9.313217                      189.473418                     186.126845                     181.647880                      1.536478                       3.524385                       9.219079                      187.156597                     183.641838                     178.975858                      1.609543                       3.902171                       9.406025                      0.928451                       0.915773                       0.979504                       1.000000                       1.000000                       0.609496                       0.904975                       188.647976                     184.754736                     179.913226                     0.850258                       1.690700                       1.331494                       1.136864                       1.234370                       1.818094                       1.530021                       1.369645                       0.987515                       1.157712                       1.070752                       1.064272                      -0.006709                       189.691641                     0.006175                      -0.000950                       0.011163                       0.081966                       188.514107                     185.386460                     180.846134                      1.418170                       3.608388                       9.595802                      0.830319                       1.193103                       0.921810                     
2024-05-23                     -0.021058                      -0.006709                      -0.009439                      -0.019131                       185.619308                     189.691641                     189.711510                     185.370995                      51005900                       4.340515                     -0.007538                       0.006162                       0.006174                       0.059816                       0.006175                      -0.000950                       0.011163                       0.081966                       0.000467                       0.005817                       0.006414                       0.078307                      -0.003404                      -0.000899                       0.009046                       0.068875                       187.648124                     184.957629                     180.584657                      1.682572                       3.714528                       9.604806                      188.514107                     185.386460                     180.846134                      1.418170                       3.608388                       9.595802                      189.532941                     186.604800                     182.203992                      0.906725                       3.582788                       9.438820                      186.710197                     183.872392                     179.416902                      1.519432                       3.813336                       9.541845                      0.761425                       0.702746                       0.926098                       0.705978                       0.926901                       0.000000                       0.751384                       188.783406                     185.305325                     180.673925                    -1.205783                       0.830319                       0.196939                      -0.881383                       0.178133                       1.193103                       0.867121                       0.392990                       0.524180                       0.921810                       0.795387                       0.623998                      -0.011310                       187.546201                    -0.006709                       0.009296                       0.002133                      -0.023038                       188.272130                     185.674426                     181.308207                      1.198246                       3.329977                       9.670379                     -0.605827                       0.562099                       0.645062                     
